,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
108733,53560000.0,Organic Search,8445777031468826793,2,1472668347,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,14,826,google,organic
108742,62610000.0,Referral,0460646718150298450,3,1472649010,Windows,False,New York,New York NY,New York,(not set),18,15,152,(direct),(none)
108789,104900000.0,Referral,3028610092281426822,3,1472684946,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),22,18,315,(direct),(none)
108793,42480000.0,Referral,1235024616645642362,1,1472674007,Macintosh,False,New York,New York NY,New York,(not set),23,19,604,(direct),(none)
108801,13480000.0,Referral,4785716484578798827,4,1472658354,Linux,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),23,16,157,(direct),(none)
108815,41680000.0,Referral,8961785775115413973,2,1472663016,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),26,13,255,(direct),(none)
108830,39680000.0,Referral,2070184068182824137,1,1472674189,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,26,782,(direct),(none)
108832,215190000.0,Referral,2022590988318962074,2,1472707485,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,comcast.net,31,29,789,(direct),(none)
108838,23300000.0,Display,5791622267997002,2,1472681820,Windows,False,California,San Francisco-Oakland-San Jose CA,Palo Alto,(not set),33,24,941,dfa,cpm
108841,57110000.0,Referral,3152246617474456269,1,1472661926,Windows,False,Illinois,Chicago IL,Chicago,(not set),33,23,2729,(direct),(none)
108844,12120000.0,Organic Search,9642795519040209415,3,1472669777,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,34,28,360,google,organic
108859,,Direct,535391783758319124,1,1472702265,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,bresnan.net,38,31,1010,(direct),(none)
108874,108360000.0,Display,3339969886638037862,8,1472657539,Macintosh,False,Texas,Austin TX,Austin,(not set),47,36,1260,dfa,cpm
108885,179330000.0,Referral,9891815404632176641,1,1472672702,Macintosh,False,New York,New York NY,New York,(not set),58,42,2176,(direct),(none)
108887,320760000.0,Referral,6760732402251466726,17,1472656087,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),60,41,1288,(direct),(none)
108889,50290000.0,Referral,2144281539931737104,2,1472655884,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,com,63,39,1301,(direct),(none)
108894,542110000.0,Organic Search,3676060292760160435,5,1472661184,Macintosh,False,Georgia,Atlanta GA,Atlanta,(not set),73,50,837,google,organic
108898,262910000.0,Referral,5574984436191734530,6,1472648476,Macintosh,False,New York,New York NY,New York,(not set),81,52,448,(direct),(none)
108901,139890000.0,Referral,5867199929818257756,1,1472664384,Macintosh,False,New York,New York NY,New York,(not set),89,63,1289,(direct),(none)
108903,205270000.0,Organic Search,4297151124311422842,4,1472679125,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,93,56,1242,google,organic
108904,113790000.0,Direct,257005972779390180,1,1472673941,Macintosh,False,Santiago Metropolitan Region,(not set),Santiago,entelpcs.cl,103,73,1094,(direct),(none)
108906,173920000.0,Referral,4445678624242926919,13,1472652583,Macintosh,False,New York,New York NY,New York,(not set),122,80,1076,(direct),(none)
111200,42980000.0,Referral,7375471005189448424,2,1507430773,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),6,6,426,dealspotr.com,referral
111246,143480000.0,Referral,9796355530039357144,16,1507398623,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,mycingular.net,10,8,469,docs.google.com,referral
111291,67460000.0,Referral,1936575505226785749,10,1507425989,Macintosh,False,Texas,Austin TX,Austin,(not set),33,24,2458,(direct),(none)
111300,34180000.0,Referral,5796810216521250757,3,1507407606,Linux,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,unknown.unknown,55,37,802,(direct),(none)
111302,43110000.0,Referral,5283670824687364903,3,1507429880,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),60,40,1467,(direct),(none)
111585,23990000.0,Organic Search,2439064359880075961,4,1507423020,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,14,14,216,google,organic
111602,119980000.0,Organic Search,9069157340671245010,1,1507390984,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,18,18,854,google,organic
111613,112170000.0,Organic Search,1077920432935074824,3,1507440172,Chrome OS,False,New York,New York NY,New York,(not set),20,18,1033,google,organic
111623,35280000.0,Organic Search,8488079737991321212,2,1507445287,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),25,21,659,google,organic
111644,31990000.0,Organic Search,6983059346118491003,1,1507397360,Macintosh,False,Alberta,(not set),Calgary,shawcable.net,43,31,1155,google,organic
111653,8960000.0,Organic Search,9570121458511147641,1,1507411657,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),51,38,1021,google,organic
111656,65990000.0,Organic Search,7420300501523012460,34,1507429180,Windows,False,New York,New York NY,New York,optonline.net,54,39,2028,google,organic
111696,45980000.0,Paid Search,4198659676271460828,10,1507424313,Android,True,California,Sacramento-Stockton-Modesto CA,Sacramento,comcast.net,37,33,2433,google,cpc
111698,499580000.0,Paid Search,2251154974724567915,3,1507393250,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),90,65,2225,google,cpc
116466,40290000.0,Display,0509972280802528263,4,1501621191,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),5,5,56,(direct),(none)
116738,30430000.0,Referral,7771285007340524144,6,1501612542,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),11,11,212,(direct),(none)
116817,2990000.0,Direct,4417987816137194149,1,1501599317,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,14,559,(direct),(none)
116833,17960000.0,Referral,024507252193437459,3,1501595478,Macintosh,False,New York,New York NY,New York,(not set),16,16,1474,mail.google.com,referral
116848,41500000.0,Referral,1311003026247678016,2,1501623509,Macintosh,False,New York,New York NY,New York,(not set),17,14,1721,(direct),(none)
116852,209000000.0,Referral,454845221896711463,6,1501608216,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,13,713,(direct),(none)
116868,49670000.0,Referral,8730493892218660083,1,1501625561,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),18,16,1114,(direct),(none)
116884,32790000.0,Referral,9591202457292182670,9,1501605135,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),20,18,966,(direct),(none)
116897,50640000.0,Referral,1996186587769697436,3,1501599524,Chrome OS,False,Washington,Seattle-Tacoma WA,Seattle,(not set),21,15,401,(direct),(none)
116909,51770000.0,Referral,0815047945706399620,7,1501612980,Linux,False,Illinois,Chicago IL,Chicago,(not set),22,16,662,(direct),(none)
116922,354140000.0,Direct,4871061239735971842,4,1501604340,Macintosh,False,New York,New York NY,New York,(not set),23,18,950,(direct),(none)
116925,985730000.0,Direct,7311242886083854158,28,1501623886,Chrome OS,False,Illinois,Chicago IL,Chicago,comcast.net,24,17,627,(direct),(none)
116926,46000000.0,Referral,0377506370870345639,6,1501608387,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),24,24,628,(direct),(none)
116927,30400000.0,Referral,3891707253957252733,8,1501608622,Macintosh,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),24,20,278,(direct),(none)
116938,173900000.0,Organic Search,7420300501523012460,17,1501640730,Windows,False,New York,New York NY,New York,optonline.net,25,21,2011,(direct),(none)
116941,34000000.0,Referral,654736404761929369,3,1501608543,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),26,22,936,(direct),(none)
116948,83480000.0,Paid Search,3614707430894059857,1,1501625621,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,nwinternet.com,28,20,1133,(direct),(none)
116949,238530000.0,Referral,5371617068925994598,1,1501631449,Macintosh,False,Georgia,Atlanta GA,Atlanta,(not set),28,23,1414,(direct),(none)
116954,71190000.0,Referral,1255368394012652243,4,1501600612,Chrome OS,False,Washington,Seattle-Tacoma WA,Redmond,unknown.unknown,29,20,336,(direct),(none)
116957,165140000.0,Referral,2008785002910996057,2,1501614663,Macintosh,False,New York,New York NY,New York,(not set),30,20,846,(direct),(none)
116958,49220000.0,Direct,2284555599203977570,2,1501605244,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),30,23,794,(direct),(none)
116959,54540000.0,Referral,8841197329105123740,1,1501620486,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),30,25,761,(direct),(none)
116972,137070000.0,Direct,6403816382362616234,2,1501609268,Windows,False,Texas,Austin TX,Austin,(not set),34,31,3156,(direct),(none)
116975,35580000.0,Referral,9800325346437826374,3,1501641559,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),35,27,693,(direct),(none)
116979,315380000.0,Referral,8719058463049309640,3,1501602101,Macintosh,False,New York,New York NY,New York,(not set),36,27,840,(direct),(none)
116985,50790000.0,Referral,8726813153683135107,4,1501597062,Linux,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),38,28,2171,(direct),(none)
116988,32760000.0,Referral,0843143557737586340,1,1501614315,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),39,28,639,(direct),(none)
116996,1006780000.0,Direct,0126612099954375841,6,1501606687,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),47,32,1222,(direct),(none)
117001,178390000.0,Referral,9008243837280281377,1,1501624252,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),53,34,852,(direct),(none)
117002,34790000.0,Referral,0188308435688462855,7,1501651868,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),53,40,1546,(direct),(none)
117003,41310000.0,Referral,3424918216070852195,4,1501596661,Macintosh,False,New York,New York NY,New York,(not set),53,43,4345,(direct),(none)
117005,150690000.0,Referral,891256389600004515,14,1501646467,Macintosh,False,New York,New York NY,New York,nyu.edu,55,42,1689,(direct),(none)
117006,57000000.0,Referral,351681171177883933,26,1501598702,Linux,False,New York,New York NY,New York,(not set),58,45,4885,(direct),(none)
117013,400960000.0,Referral,5772921781547143127,8,1501628356,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),71,48,1827,(direct),(none)
117015,6990000.0,Direct,3101662058536674321,1,1501647149,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),80,58,1685,(direct),(none)
117017,2935610000.0,Referral,9308310352918219134,8,1501608078,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),82,55,1572,(direct),(none)
117021,406210000.0,Organic Search,7420300501523012460,16,1501627131,Windows,False,New York,New York NY,New York,optonline.net,156,112,4444,(direct),(none)
117022,131960000.0,Referral,8016003971239765913,2,1501623575,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),193,106,3316,(direct),(none)
118929,18590000.0,Referral,3841458002774357152,7,1488296164,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),9,9,184,(direct),(none)
119037,4990000.0,Organic Search,7750340404205493317,1,1488351206,Macintosh,False,Texas,Austin TX,Austin,(not set),16,14,364,google,organic
119042,59000000.0,Direct,6238289068064224193,1,1488309438,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,sbcglobal.net,16,13,409,(direct),(none)
119058,26190000.0,Referral,7024229681211664053,1,1488290545,Macintosh,False,New York,New York NY,New York,(not set),18,16,442,(direct),(none)
119074,77990000.0,Organic Search,3197533100947860058,8,1488301067,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),19,18,2220,google,organic
119083,31970000.0,Direct,6275380876231092642,1,1488309003,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,21,18,409,(direct),(none)
119084,30970000.0,Organic Search,4792411607866172207,5,1488308570,Windows,False,Nebraska,Omaha NE,Omaha,hdrinc.com,21,20,1165,google,organic
119087,123120000.0,Direct,817889198360028730,2,1488307812,Macintosh,False,New York,New York NY,New York,(not set),21,18,267,(direct),(none)
119096,26990000.0,Referral,708898149037036750,3,1488325604,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),22,19,397,(direct),(none)
119103,101890000.0,Organic Search,4792411607866172207,3,1488292886,Windows,False,Nebraska,Omaha NE,Omaha,hdrinc.com,24,22,830,google,organic
119112,79920000.0,Organic Search,4792411607866172207,4,1488296047,Windows,False,Nebraska,Omaha NE,Omaha,hdrinc.com,26,24,1446,google,organic
119116,147700000.0,Referral,9970378027479686216,2,1488301739,Macintosh,False,New York,New York NY,New York,(not set),26,20,1879,(direct),(none)
119120,151970000.0,Referral,053534274976399191,2,1488306953,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),27,23,698,(direct),(none)
119128,61990000.0,Display,4490616705875483786,2,1488305565,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),29,21,416,dfa,cpm
119131,1108700000.0,Direct,0114215561909122661,2,1488353173,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,30,28,996,(direct),(none)
119138,124890000.0,Direct,7908307514083563203,1,1488307871,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,32,27,491,(direct),(none)
119142,396100000.0,Referral,2020115174591875878,37,1488310439,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),34,26,1221,(direct),(none)
119145,49520000.0,Referral,3331520402601088577,3,1488317860,Windows,False,New York,New York NY,New York,(not set),35,27,785,(direct),(none)
119147,162930000.0,Organic Search,8200223105926163583,3,1488345482,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,fuse.net,35,31,686,google,organic
119151,110300000.0,Referral,5248175492675011686,2,1488288694,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),42,33,809,(direct),(none)
119152,123990000.0,Referral,6887689755860406789,5,1488308195,Macintosh,False,New York,New York NY,New York,(not set),43,31,842,(direct),(none)
119153,675600000.0,Direct,4950411203281265700,2,1488326462,Android,True,Washington,Seattle-Tacoma WA,Seattle,(not set),44,36,857,(direct),(none)
119154,684560000.0,Direct,3329885141648806984,5,1488299162,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,46,33,1915,(direct),(none)
119157,323000000.0,Organic Search,7574410263456433105,2,1488320280,Chrome OS,False,Illinois,Chicago IL,Chicago,mycingular.net,58,44,847,google,organic
119158,85270000.0,Organic Search,6857552977266709862,1,1488304866,Android,True,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),59,50,1696,google,organic
119161,425730000.0,Organic Search,3916992730920009646,7,1488319683,Linux,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),91,65,1672,google,organic
119725,24190000.0,Organic Search,1859923053751186774,1,1481324309,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),11,11,193,(direct),(none)
119755,26990000.0,Referral,4395896663902576097,2,1481336196,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,centurytel.net,16,15,328,(direct),(none)
119780,62990000.0,Organic Search,5704821890864354463,1,1481311058,Windows,False,New Jersey,New York NY,Jersey City,verizon.net,28,23,1236,(direct),(none)
119781,37980000.0,Paid Search,438364665131336868,2,1481341356,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,comcast.net,28,24,905,(direct),(none)
119783,23730000.0,Direct,5573862232372120211,6,1481321041,Windows,False,Illinois,Chicago IL,Chicago,(not set),32,24,317,(direct),(none)
119785,99990000.0,Paid Search,9088228363013905444,1,1481279739,Linux,False,California,San Francisco-Oakland-San Jose CA,San Jose,comcast.net,33,29,932,(direct),(none)
119786,82960000.0,Organic Search,646337888671074736,1,1481289198,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,33,30,1322,(direct),(none)
119788,45950000.0,Organic Search,8670467728578251460,2,1481325665,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,36,31,803,(direct),(none)
119793,62980000.0,Organic Search,9972597816595372004,1,1481326958,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,39,35,852,(direct),(none)
119796,26980000.0,Organic Search,5901766721898280376,1,1481304109,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,knology.net,47,33,2676,(direct),(none)
119797,66950000.0,Organic Search,6886733039051258034,2,1481355498,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Palo Alto,(not set),47,37,854,(direct),(none)
119798,128970000.0,Organic Search,6116451045080877616,1,1481325635,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,49,39,1008,(direct),(none)
119799,254490000.0,Organic Search,7866911767663069733,1,1481312908,Macintosh,False,New York,New York NY,New York,(not set),58,45,3674,(direct),(none)
120049,1015830000.0,Referral,1618402686799055031,7,1481355663,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),8,8,117,(direct),(none)
120147,22990000.0,Organic Search,2405008838140625306,2,1481303661,Windows,False,South Carolina,Charleston SC,Goose Creek,homesc.com,10,10,254,(direct),(none)
120164,1254900000.0,Direct,7990135994432965391,7,1481303384,Macintosh,False,California,Los Angeles CA,Los Angeles,telepacific.net,11,11,351,(direct),(none)
120192,56990000.0,Direct,3099454616980621079,4,1481312928,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,12,11,240,(direct),(none)
120205,18590000.0,Referral,0196352031623164153,1,1481305939,Windows,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),13,11,244,(direct),(none)
120247,24990000.0,Referral,3034814287433677969,2,1481327311,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),15,15,508,(direct),(none)
120254,40730000.0,Referral,6963887866811727980,4,1481304773,Macintosh,False,Texas,Austin TX,Austin,(not set),15,15,357,(direct),(none)
120257,59360000.0,Referral,5370842366618648178,4,1481315706,Macintosh,False,New York,New York NY,New York,(not set),15,13,286,(direct),(none)
120261,64990000.0,Direct,6966023444510052421,2,1481314077,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,surewest.net,16,14,495,(direct),(none)
120263,91900000.0,Referral,0642830728760694475,9,1481315455,Macintosh,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),16,14,282,(direct),(none)
120266,22190000.0,Referral,2411322974724385937,2,1481291811,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,13,334,(direct),(none)
120270,42980000.0,Organic Search,3435879975978458700,3,1481326587,Windows,False,California,San Diego CA,San Diego,(not set),16,12,380,(direct),(none)
120273,18990000.0,Paid Search,7071796515432628889,1,1481317989,Chrome OS,False,Utah,Salt Lake City UT,Salt Lake City,comcast.net,16,14,1216,(direct),(none)
120275,48580000.0,Referral,4169715348324033215,1,1481350715,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,comcast.net,16,15,282,(direct),(none)
120276,35990000.0,Referral,349551334219637713,2,1481308056,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),17,17,441,(direct),(none)
120282,14390000.0,Organic Search,25733439009029964,2,1481350356,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,17,15,408,(direct),(none)
120287,31390000.0,Referral,0929362987214513491,2,1481340773,Windows,False,Illinois,Chicago IL,Chicago,comcast.net,17,15,490,(direct),(none)
120298,36980000.0,Social,0135432212707864703,2,1481331493,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,18,14,433,pinterest.com,referral
120305,59380000.0,Referral,9929718464015751383,1,1481338007,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,19,15,292,(direct),(none)
120307,47790000.0,Referral,0789927106089725270,3,1481332629,Macintosh,False,Illinois,Chicago IL,Chicago,rcn.com,19,16,332,(direct),(none)
120323,39260000.0,Referral,2586051974603380942,3,1481305095,Linux,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),21,17,464,(direct),(none)
120324,72760000.0,Referral,6539054271579803553,5,1481309624,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),21,17,1819,(direct),(none)
120331,81970000.0,Referral,6086392386521152841,2,1481315088,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),22,16,565,(direct),(none)
120336,51800000.0,Organic Search,5849605114063721610,1,1481313347,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),23,19,558,(direct),(none)
120342,24990000.0,Direct,1439158050159704708,1,1481307670,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),24,21,350,(direct),(none)
120347,29780000.0,Referral,1900898927258752827,1,1481319216,Macintosh,False,New York,New York NY,New York,(not set),25,20,568,(direct),(none)
120350,46790000.0,Referral,3555404487376101016,4,1481318595,Macintosh,False,New York,New York NY,New York,(not set),25,19,533,(direct),(none)
120351,353000000.0,Direct,2712138254756572869,2,1481313113,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,25,18,321,(direct),(none)
120356,45980000.0,Referral,8479157276312488883,7,1481311641,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),27,22,2626,(direct),(none)
120359,63990000.0,Referral,7344052172589114599,4,1481325142,Windows,False,Illinois,Chicago IL,Chicago,comcast.net,28,25,593,(direct),(none)
120365,55290000.0,Referral,6358287541607688443,2,1481298804,Macintosh,False,New York,New York NY,New York,(not set),29,21,848,(direct),(none)
120366,47950000.0,Referral,86439549065030167,1,1481303313,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),30,25,473,(direct),(none)
120371,1360000000.0,Referral,372706149688864468,4,1481315897,Windows,False,Tennessee,Nashville TN,Nashville,(not set),32,26,772,(direct),(none)
120375,59970000.0,Organic Search,7190366246319919792,4,1481307617,Macintosh,False,Mexico City,(not set),Mexico City,(not set),33,29,2436,(direct),(none)
120376,44180000.0,Referral,5626842040347507699,1,1481342995,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,33,25,1132,(direct),(none)
120377,187770000.0,Referral,9113941842423951510,3,1481323435,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),34,30,1065,mail.google.com,referral
120378,62750000.0,Referral,4656013451214852982,4,1481308412,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),36,27,677,(direct),(none)
120379,23590000.0,Referral,8038666867803422742,2,1481271229,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),36,29,819,(direct),(none)
120382,37000000.0,Referral,7680759434454622438,1,1481334736,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,comcast.net,37,35,2056,(direct),(none)
120383,30960000.0,Organic Search,5389570211397748919,1,1481341082,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,37,34,2693,(direct),(none)
120387,169930000.0,Paid Search,3115733553962265395,3,1481339276,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),39,31,679,(direct),(none)
120388,144960000.0,Direct,1720006022504089919,38,1481339922,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),42,35,818,(direct),(none)
120389,78910000.0,Referral,7930995706732204088,1,1481307198,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),43,33,1114,(direct),(none)
120395,58580000.0,Referral,4033655615670436076,5,1481320622,Windows,False,New York,New York NY,New York,(not set),46,35,1419,(direct),(none)
120396,118380000.0,Referral,2996634924605422083,1,1481320396,Macintosh,False,New York,New York NY,New York,(not set),48,36,1899,(direct),(none)
120397,44970000.0,Direct,6877000758509218039,1,1481349453,Chrome OS,False,Utah,Salt Lake City UT,Salt Lake City,qwest.net,48,39,1103,(direct),(none)
120398,124880000.0,Display,740013212735960815,5,1481319664,Macintosh,False,New York,New York NY,New York,(not set),48,36,1892,dfa,cpm
120399,84140000.0,Referral,5747990905511584859,1,1481314102,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Santa Clara,(not set),49,37,671,(direct),(none)
120402,113540000.0,Organic Search,2241578867926472295,5,1481293032,Windows,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),56,39,669,(direct),(none)
120404,164150000.0,Referral,0499173638332659780,5,1481306484,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,San Francisco,monkeybrains.net,60,46,770,(direct),(none)
120405,53970000.0,Referral,1927175312147751345,4,1481324085,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,prtc.net,61,51,1938,(direct),(none)
120409,214120000.0,Referral,6218917791895202821,2,1481316179,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),74,51,1465,(direct),(none)
120412,254630000.0,Referral,0642830728760694475,7,1481301040,Macintosh,False,District of Columbia,Washington DC (Hagerstown MD),Washington,(not set),85,60,1745,(direct),(none)
120414,42950000.0,Referral,191995188120830505,2,1481326135,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),99,75,1698,(direct),(none)
120418,172730000.0,Organic Search,5604492161936602744,14,1481317525,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),110,84,1901,(direct),(none)
120421,346620000.0,Direct,081985686030532619,3,1481306198,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,pwcs.edu,196,143,2363,(direct),(none)
123227,27970000.0,Paid Search,5375717438017990161,3,1474138426,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,12,12,399,google,cpc
123303,25990000.0,Referral,8896354517270377478,2,1474144603,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),17,13,428,(direct),(none)
123382,34980000.0,Organic Search,9602340005188195003,1,1474140633,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ohiou.edu,36,28,376,google,organic
123383,7990000.0,Organic Search,8733093827821835870,4,1474110388,Android,True,North Carolina,Charlotte NC,Charlotte,(not set),37,29,682,google,organic
123399,22170000.0,Referral,5409062916318934931,4,1474131542,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,sbcglobal.net,47,34,567,(direct),(none)
123405,23990000.0,Referral,4892080789302426968,1,1474133021,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),53,44,1726,(direct),(none)
124383,16390000.0,Referral,4545121344948834313,1,1523634716,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),9,7,79,(direct),(none)
124438,28990000.0,Direct,2775480917710954473,3,1523675824,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telecom.net.ar,10,9,1464,(direct),(none)
124491,45600000.0,Organic Search,7511927920019105970,1,1523628348,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,wilsonsd.org,13,11,152,google,organic
124511,28990000.0,Direct,7853989011390730396,3,1523647990,Windows,False,Virginia,Roanoke-Lynchburg VA,Salem,comcastbusiness.net,13,11,539,(direct),(none)
124533,26590000.0,Organic Search,4564781985748985303,4,1523660205,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),15,13,378,google,organic
